Chromosome	Start	Stop	Strand	Gene Symbol	AKO5	AKO6	AKO7	AKO8	Ako_Lx1	Ako_Lx2	Ako_Lx3	WT6	wt_Lx1	WT7	WT5	Ako_Lx4	wt_Lx3	WT8	wt_Lx2	wt_Lx4
19	5495274	5510518	-	Snx32	70	107	61	80	148	128	115	67	171	74	66	151	181	102	152	126
9	56917200	56928372	-	Snx33	217	162	143	165	212	238	255	165	362	150	135	241	411	173	231	399
16	33251456	33299563	+	Snx4	443	397	442	427	543	567	477	388	609	456	456	617	794	483	575	618
2	144250124	144270903	-	Snx5	914	953.997	927	990.007	985	1076	1049	860	1291	933	966.996	1313.01	2112	991	1225.01	1330
12	54746357	54795663	-	Snx6	390	348	387	412	557	580	417	326	624	339	399	603	1010	275	486	583
3	117781497	117868937	-	Snx7	129	134	109	82	162	199	142	89	237	74	111	209	401.999	100	209	185
5	140340293	140389309	-	Snx8	202	214	172	209	317	280	298	132	355	156	169	312	584	229	292	303
17	5841324	5931957	+	Snx9	518	549	433	527	610	655	668	444	733	424	494	705	1139	516	682	815
1	156428108	156474329	-	Soat1	63	73	49	52	181	212	131	51	355	38	51	268	696	56	225	203
10	43002500	43174531	-	Sobp	404	438	320	362	353	315	351	257	274	354	262	261	206	479	365	341
16	10783809	10785537	-	Socs1	18	12	24	31	18	33	45	15	53	12	25	40	42	19	43	41
10	95411490	95416858	-	Socs2	568.001	436	498.001	495.999	781.006	884.995	863.993	431.999	1071.01	504.998	411	1027.99	1117.01	440	662.003	848.001
11	117966087	117969367	-	Socs3	63	62	65	56	409	443	329	42	642	53	52	523	1477	69	434	466
14	47277143	47291592	+	Socs4	84	88	59	55	97	69	65	64	68	74	62	65	129	49	84	90
17	87107679	87137589	+	Socs5	501	459	441	344	547	568	469	403	654	427	405	541	819	408	664	644
18	88865169	88894208	-	Socs6	365	376	268	396	383	413	345	326	451	343	294	410	484	256	425	503
11	97362292	97398543	+	Socs7	571	545	341	472	563	528	463	339	531	404	342	539	671	470	512	567
16	90220762	90226334	+	Sod1	2237	2302	2588	2460	1918	2055	2127	2051	1928	2326	2061	1725	2264	3280	1808	2100
17	13007839	13018120	+	Sod2	9521	9718	8648	9159	9577	8838	8799	8570	6691	8415	8315	8273	5059	9938	8084	7463
5	52363804	52369739	+	Sod3	429	497	544	465	1145	1495	1006	389	2133	473	369	1281	2533	530	913	1707
2	157010442	157079266	-	Soga1	483	501	284	412	545	649	546	340	715	366	325	688	880	417	571	684
16	91647824	91679193	+	Son	3299.04	3118.98	2406.97	3064.95	3454.09	4020.04	3513.07	2521.95	3810.96	2408.01	2177.02	3536.98	5061.12	2586	3746.06	4285.95
19	40292040	40513813	-	Sorbs1	7682.43	8689.74	6836.77	8709.27	8427.51	8022.77	6658.91	6113.12	5144.88	6316.13	5322.06	6694.71	5844.91	6013.8	6261.72	5381.92
8	45507788	45827907	+	Sorbs2	4320.95	4367.95	4187.96	4236.11	10800.1	9157.64	5469	4033.01	7102.75	4132.93	3863.99	7406.19	9327.13	3851.94	5751.15	4645.15
14	70180468	70207672	-	Sorbs3	401	410	398	525.999	607.003	767	571.003	350.999	858.995	317.001	267	666.001	1206	383.001	691.003	916.998
5	36017181	36398140	-	Sorcs2	548	423	333	580	247	291	410	185	313	247	203	318	193	328	377	453
2	122234839	122265338	+	Sord	2057	2078	2117	2024	1187	1255	1771	2118	1139	1965	1877	1485	909	2609	1517	1534
9	41964709	42124298	-	Sorl1	198	225	185	172	270	355.001	294	131	511.999	152	159	393	1061	145	317	564.002
3	108284064	108361520	+	Sort1	546.001	496	343.999	639.999	1118.01	1300.01	1236	362.998	2251.98	438.001	397	1510.03	3338.96	440	1450.01	2565.99
17	80393752	80480454	-	Sos1	315	299	258	279	340	377	345	268	448	257	256	331	571	241	374	425
12	69583761	69681853	-	Sos2	672	588	418	577	488	598	518	477	548	477	415	547	746	419	588	668
10	59221922	59226434	+	Sowahc	40	32	31	31	50	67	79	47	95	19	25	70	134	39	71	92
15	79154913	79164491	-	Sox10	21	12	24	28	32	26	36	21	60	18	21	34	26	25	58	38
2	152393612	152398047	-	Sox12	366	353	282	338	287	251	315	262	434	357	270	357	476	436	380	516
1	133382300	133424213	-	Sox13	189	210	144	237	207	256	225	198	292	139	173	218	311	219	231	259
1	4490928	4497355	-	Sox17	164	235	148	226	129	167	152	143	181	133	121	193	270	220	150	184
2	181669837	181671641	-	Sox18	592	706	604	724	673	626	564	445	751	437	422	519	907	594	564	507
13	28948920	28953700	-	Sox4	343	289	235	291	498	613	915	552	885	409	613	746	1081	468	855	992
6	143828425	144209569	-	Sox5	27	30	21	34	53	61	31	11	89.9999	15	12	49	114	15	44	88
7	115470872	116038745	-	Sox6	278	232	210	243	244	284	245	211	324.001	239	192	324.001	309	235	328.001	422.999
14	63943706	63950733	+	Sox7	308	357	248	354	227	258	244	214	342	229	236	190	363	316	313	337
11	112782210	112787758	+	Sox9	48	33	61	29	105	147	115	11	180	32	51	111	324	29	112	154
15	102406316	102436405	+	Sp1	719	617	516	616	654	772	667	548	849	475	520	833	1082	560	822	977
1	85649988	85709998	+	Sp100	296	298	272	295	318.979	397	475.001	323	472.998	290	263.929	464	661.998	367	522.996	572.999
1	85576899	85603892	-	Sp110	47	78.9999	45	37	85	91.9999	116	62	146	48	35	90.9999	249	63	120	147
1	85600703	85645037	+	Sp140	17.0398	28.065	15.0235	35.0452	30.1536	50.1257	52.1006	39.0582	89.1664	20.0636	27.0919	98.2334	152.145	29.4063	93.1482	129
11	96953332	96982960	-	Sp2	164	174	141	228	206	240	233	133	289	154	155	219	370	209	212	305.001
2	72936432	72980447	-	Sp3	688	676.001	542.999	526.001	928.005	1064	993.998	547	1069	657.996	665.996	916	1435.99	355	936.005	997
2	72979432	72989250	+	Sp3os	81	75	52	100	91	81	59	40	60	72	105	93	67	109	74	77
12	118231686	118301441	-	Sp4	218	206	191	171	183	176	213	179	213	224.999	244	175	217	138	262.999	270
9	37603294	37613722	-	Spa17	67	39	33	46	53	29	28	44	20	29	44	31	31	31	55	40
4	43730034	43734535	+	Spaar	78	80	89	88	75	37	56	75	43	76	74	101	50	89	54	50
15	36176229	36235622	+	Spag1	13.0359	24.5574	11.1913	23.0023	33.742	17.0999	41.1759	24.0987	31.7746	5.10771	16.229	26.0391	70.0208	16	17.0055	49.1184
11	70663769	70669417	-	Spag7	1019	946	954.001	988.001	1148	1007.99	1021	862.996	924.001	965.001	940.001	1050	870	1166.01	1001	956
11	93996091	94126094	+	Spag9	2816.94	2916.03	2144	2468.95	2714.95	2712	2588.98	2325.02	2735.03	2323.97	2386.04	2688.96	3645.05	2192	2788.04	3027.05
11	55394159	55420081	-	Sparc	4646.98	4546.95	5330.15	4677.94	11749	14015.7	10274	4480.84	21845	4342.03	4450.04	18794.7	43003.5	5659.35	12130.3	17056.4
5	104079109	104114089	-	Sparcl1	4055.21	4121.16	3478.89	3973.1	3458.98	3512.88	3417.93	3458.06	3584.11	3594.9	3795.09	3629.93	2705.01	3908.86	3845.1	3713.11
17	74338987	74391117	+	Spast	382	373	367.999	368.999	364	416	387	303	437	410	287	458.001	468	403	434.999	424
14	60634705	60764557	+	Spata13	203	253	162	226.999	445.999	516.002	381	244	727	205	180	559.002	1187	248	503	580.998
2	167481136	167492875	-	Spata2	313	260	229	294	261	283	277	202	312	185	156	350	369	216	303	351
18	35656689	35662187	-	Spata24	24	27	36	22	21	23	35	51	45	42	46	48	46	47	30	34
8	123232255	123236259	-	Spata2l	63	71	67	68	84	62	70	77	87	56	37	65	95.0001	81	78	116
8	123212858	123222046	+	Spata33	29	41	30	33	31	9	26	25	25	40	38	22	16	72	25	49
3	37419950	37579097	+	Spata5	121	97	91.0001	97	127	133	129	99	94	111	91	125	170	95	120	124
2	122630625	122632705	+	Spata5l1	46	60	49	62	96	64	74	38	53	47	49	53	83	85	36	60
4	111720010	111829142	+	Spata6	80.0001	63	78	69	140	150	103	68	153	75	78	123	289	48	164	156
12	98628142	98669820	+	Spata7	79	59	71	48	55	45	69	59	67	64	55	62	111	54	50	95
15	99126845	99212467	+	Spats2	72	65	46	48	120	96	98	59	149	46	57	123	232	61	85	116
1	57774861	57948398	+	Spats2l	164	120	132	129	130	169	172	154	185	106	106	179	282	152	165	299
9	21755440	21760304	-	Spc24	47	45	51	52	25	50	41	47	87	52	39	61	142	72	59	53
14	30999826	31001667	-	Spcs1	627	605	693	604	766.651	834.935	711.952	607	940	587	750	851	1276	692.77	780	897
7	99837569	99858884	-	Spcs2	536	490	581	503	691	748	645	477	942	531	549	720	1355	601	745	817
8	54520433	54529999	-	Spcs3	915	938	921	847	1444	1543	1175	830	1746	1026	926	1478	2677	801	1319	1231
11	61956763	62223014	+	Specc1	55	35	38	54	94	85	60	58	205	34	43	135	440	37	115	160
10	75212073	75312401	+	Specc1l	1135.01	1062.99	838.003	955.006	1025	1049.01	1083	784.995	974.005	845.994	789.996	1034.01	1200.01	1095.99	1053.01	1172.99
2	131170261	131174811	-	Spef1	67	87	49	63	93	90	69	43	92	51	47	83	172	56	100	68
1	75375297	75432307	+	Speg	3820.96	3911.99	2270	3535	4696.08	4585.9	3920.02	2928.02	4284.06	2432.99	2153	4050	4934.91	3397.97	4050	4233.99
4	141467890	141538598	-	Spen	653.996	704.998	427.999	638.997	571.003	700.997	637.998	449	641.002	424	355	598	713.002	480.001	639.001	786.997
2	122053526	122118387	-	Spg11	318	316	239	268	409	384	279	261	372	255	235	386	537	260	296	426
3	55112108	55137333	+	Spg20	553.998	523.002	446.998	489	615	540.998	521.999	425	630.997	498.002	422.001	639.999	777.999	538	574	639.997
9	65460937	65488471	+	Spg21	213	192	181	165	253	315	258	146	447.002	178	201	321	669.001	223	341.999	381.002
8	123065508	123097761	+	Spg7	1633.99	1643.98	1454.99	1530.99	1283.99	1266	1468	1216.99	1251	1359	1135.99	1320.01	1139.99	1637.01	1373.99	1246
11	116531100	116536676	+	Sphk1	13	25	17	13	86	59	24	14	80	18	23	88	224	30	66	56
7	45709463	45718003	-	Sphk2	270.83	267.503	211.159	262.265	433.469	441.794	498.317	222.699	491.49	237.01	171.363	414.886	698.775	246.064	514.06	405.057
2	91096678	91115760	+	Spi1	77	71	59	65	167	266	194	51	425	50	71	267	1068	84	280	277
16	44347401	44388493	+	Spice1	80	89	73	77	106	114	102	100	108	84	57	111	179	95	124	105
16	15889225	16146852	-	Spidr	15.1282	36.1987	31	24.0775	48.3098	68.2256	42.2625	19.0547	95.5208	21.0472	16	68	184.15	28	55.3415	66.3131
13	51100880	51152563	+	Spin1	699.999	639.002	573.999	611.003	733.002	824.999	762	533.999	886.994	577.002	599.997	816.002	1173.01	661.003	817.999	965.004
X	95022507	95026683	-	Spin4	32	11	37	24	39	36	30	23	45	20	28	35	27	10	43	31
19	7356464	7383027	-	Spindoc	141	170	129	181	230	211	197	123	248	166	118	198	324.999	181	216	211
7	29256330	29281978	-	Spint2	377.001	344	287.999	364	401.001	457.001	459.001	339	495.998	349.001	284.001	436.002	781.002	482.999	544.002	700
18	67488209	67610907	-	Spire1	83	126	107	73	100	155	99	94.0001	125	64	72	77	233	77	134	95
7	127132232	127137824	-	Spn	16	9	30	15	45	71	62	7	100	17	13	66	166	31	78	78
7	126370060	126377935	-	Spns1	332.999	349.001	341	350.999	392.001	438.001	361.999	310.999	407.002	267	244	451.998	566.999	334	428.001	467.002
11	72451638	72489921	-	Spns2	180	174	118	160	262	300	283	145	318.001	142	171	322	717	200	291	335
10	60106257	60133914	+	Spock2	93	89	58	123	292	287	192	60	242	61	39	202	532	69	192	383
7	113765998	114043376	+	Spon1	504	460	403	477	574	797	736	330	1037	345	419	759	1134	347	840	1228
5	33213518	33218239	-	Spon2	23	26	15	19	290	408	265	48	453	35	47	688	281	28	330	466
11	95414083	95493411	+	Spop	3204.99	3016.03	2339.98	2575.01	3131.06	3069.97	3280.08	2615.02	3136.05	2666.03	2582.03	3087.02	3644.08	3107.96	3130.96	3522.95
2	23510054	23572105	-	Spopl	124	118	88	133	142	158	108	122	159	140	132	117	188	105	139	155
2	30173447	30178460	-	Spout1	104.329	96.4313	105.245	107.93	167.26	177.571	118.752	93.938	139.725	83.6971	75.2526	149.137	277.922	156.306	146.599	154.741
2	126890395	126933236	-	Sppl2a	1153	1120	984	1048	1125	1147	1118	894	1368	1022	1045	1263	1847	754	1308	1598
10	80855275	80868709	+	Sppl2b	229	214	189	220	251	299	304	221	288	154	165	310	301.999	223	266	311
5	115011524	115098791	+	Sppl3	309	319	277	374	370	473	435	329	476	278	253	556	645	403	444	575
6	85133680	85137765	-	Spr	964	1072	954	998	1145	1023	1073	913	978	950	924	1198	1114	1279	1145	1223
2	117121071	117182278	+	Spred1	451	438	389	419	776	729	589	386	924.999	381	470	765	1358	369	780	759
11	19924442	20022598	+	Spred2	322	297	174	243	270	292	240	193	294	189	194	332	274	239	282	370
7	29158829	29168648	-	Spred3	15	11	10	15	53	49	32	11	83	10	23	32	215	13	56	81
8	124897894	124906161	+	Sprtn	339	329	252	314	318	381	340	271	383	252	214	327	501	284	398	417
3	37639947	37644600	+	Spry1	467	405	341	421	464	504.001	443.001	342.999	512	394	340	664	648.999	433.999	416	465.998
14	105891947	105896820	-	Spry2	143	150	140	164	305	278	253	186	297	145	182	301	396	183	297	320
18	38586247	38601348	-	Spry4	212	210	199	221	475	416	297	200	289	165	157	347	300	221	271	242
15	102116528	102136216	-	Spryd3	256	223	209	269	419	354	351	201	484	216	183	402	666	271	399	465
10	128209910	128211795	-	Spryd4	369	346	303	348	417	419	357	388	409	409	370	420	355	455	366	364
14	61531851	61556887	-	Spryd7	815.995	663.002	671.998	610.003	577.002	571.996	713.996	608.998	527.002	753.998	670.996	627.999	551.002	647.998	750.996	748
4	149896284	149955007	-	Spsb1	554	482	404	556	398	591	568	393	732	408	305	777	899	422	646	894
6	124808661	124810617	+	Spsb2	35	20	32	20	63	59	52	41	142	15	35	77	229	41	112	101
17	24886643	24892150	+	Spsb3	336	386.999	328	378	716.001	703.999	542.002	259	555	299	288	539	582.001	397.999	442.999	471
9	96943482	97018356	-	Spsb4	62	67	89	84	361	270	164	69	212	82	51	206	183	102	144	105
1	174172776	174248450	+	Spta1	404	336	259	323	277	301	347	316	291	307	290	256	232	317	296	331
2	29965560	30031451	+	Sptan1	3089.96	3250.05	2378.02	3108.05	3974.04	4196.08	2846	2280.98	3680.04	2079.01	2184	3932.07	5087.79	2844.02	2982.98	3510
12	76580488	76710548	-	Sptb	3134	3185	2038	2709	2286	2296	2645	1955	2095	1865	1816	2522	2165	2513	2294	2792
11	30099395	30219773	-	Sptbn1	13737	13047.6	10008	12107.9	11816.5	11595.5	10731.3	10279.3	10025	9905.24	9646	11299.5	10798.6	10633.3	11204.7	12177.9
19	4711208	4753979	+	Sptbn2	32	24	16	20	17	22	17.2887	24	35	11	21	33	7	22	14	26
13	53332748	53377362	-	Sptlc1	236	235	247	261	308	296	282	243	360	227	220	351	546	188	323	421
12	87305058	87388356	-	Sptlc2	296	254	215	251	512	521	415	233	576	210	195	524	1122	278	491	529
12	54645374	54656573	-	Sptssa	596	565	491	481	592	703	593	522	835	577	642	745	1115	412	710	940
7	46990396	47008415	-	Spty2d1	171	178	151	155	258	306	258	162	331	157	162	256	464	140	281	317
2	122765359	122809552	+	Sqor	584.998	613.998	572.998	592	500.002	482.998	550.003	518.003	594.997	580.998	530.002	500.998	588.997	621.997	574.998	600.999
11	50200152	50210821	-	Sqstm1	5751	5902.96	6086.69	6040.99	4876.9	4899.23	5039.9	4887.89	5561.1	5009.89	4554.05	5627.17	5756.11	6215.26	5739.01	5150.21
18	36667187	36670312	-	Sra1	526	497	566.002	457	876	900.001	713.998	487.999	887.996	443	419	770.996	1241	540.998	656.999	771.003
17	85984665	86145176	-	Srbd1	93	117	93	99	162	175	115	87	159	90	79	151	244	96	126	117
2	157424293	157471839	+	Src	81	74	40	65	116	158	119	90	201	61	52	155	362.999	83	171	257.999
7	127511983	127561220	+	Srcap	1046.54	1032.65	700.441	986.444	1192.52	1374.27	1219.27	709.618	1406.13	736.21	743.771	1229.37	1836.73	1007.67	1228.66	1486.81
13	69573449	69611464	-	Srd5a1	14	17	8	8	20	20	16	9	24	18	10	35	52	12	20	25
5	76140273	76155504	+	Srd5a3	71	86	70	96	139	155	140	88	208	75	66	190	269	87	157	241
11	60199084	60222582	-	Srebf1	498.999	528.999	322.999	472.999	532	621	512	457	621.999	400.999	406.001	513	847.001	595.002	654	889.996
15	82147269	82204961	+	Srebf2	413	336	249	278	506	638	524	232	783	219	261	594	1134	352	519	792
13	103741613	103774609	-	Srek1	425.999	345	305.999	376.001	504.002	583.998	542.997	324.999	652.998	320	291.001	485.002	1003	344	634.998	712.999
13	104817170	104838677	+	Srek1ip1	328	240	268.999	259	290.999	276	257	271	262.999	283	326	324.999	280	204	281	326
17	46546839	46556163	-	Srf	1410	1421	1078	1211	2305	2196	1575	1063	1818	1005	977	1733	2207	1445	1540	1571
18	52465693	52491934	+	Srfbp1	122	160	104	125	138	130	101	111	136	112	117	138	188	116	133	139
10	121780991	122047316	-	Srgap1	37	37	27	38	78	70	67	37	88	42	35	75	133	51	59	65
1	131285251	131527362	-	Srgap2	355	372	270	407	473	528	431	278	655	315	289	492	873	422	523	617
6	112717972	112947267	-	Srgap3	28	15	22	22	46	63	44	22	117	12	22	67	109	16	45	70
10	62493833	62527446	-	Srgn	411	411.999	396	414	461	429	358	395	668	424.999	454.999	565.998	2399	451	688.996	508.002
5	8046078	8069315	+	Sri	413	415.001	479.002	434.999	774.002	731.004	531.002	414.998	756.004	422.999	447	749.997	1111	429.999	690.004	718.999
16	4480212	4523067	-	Srl	14862.8	15467	13193.3	15198	29744.7	27431.8	17781.3	13126.3	19889.4	13040.6	12464.9	23315.5	17519.5	15386.4	16304.3	15524.8
4	148591513	148594620	+	Srm	120	129	112	132	222	261	146	125	323	103	94	265	567	171	227	167
2	118475843	118479697	-	Srp14	793	812	802	723	838	788	804	821	947	869	850	809	1199	940	902	799
18	34331145	34336600	+	Srp19	377	396	354	362	422	383	383	437	456	393	422	446	596	385	410	402
12	55080496	55115368	+	Srp54a	1249.68	1123.04	1020.4	1058.15	1348.81	1244.31	1259.53	1123.68	1182.68	1119.1	1193.14	1179.9	1565.67	1168.03	1180.17	1296.17
12	55155104	55263481	+	Srp54b	1127.58	1388.63	1047.24	1064.72	1488.42	1246.16	1143	1127.46	1299.44	1315.96	1054.38	1495.5	1541.21	1331.16	1098.7	1140.78
11	116245166	116274218	-	Srp68	924	860	831	876	904	930	919	821	936	776	705	940	1205	913	944	967
5	76974701	76999936	+	Srp72	794	730	606	636	731	809	822	656	853	665	652	849	1388	735	877	1003
1	182124737	182132416	+	Srp9	658	653	657	616	670	694	632	642	751	722	764	700	1005	690	680	753
17	28589588	28622522	-	Srpk1	258	250	177	200	290	282	226	220	295	205	163	309	490	264	242	278
5	23503356	23676461	-	Srpk2	870.954	828.271	764.012	738.88	952.912	934.001	874.729	748.612	913.505	739.71	709.579	880.965	1204.74	724.252	983.259	1002.78
X	73774405	73778925	+	Srpk3	343	314	318	357	464	452	350	327	424	355	226	461	383	398	416	338
9	35211203	35217004	+	Srpr	1509	1375	1141	1359	1722	1913	1642	1147	1910	1265	1085	1939	2633	1413	1734	1942
9	103188033	103202066	-	Srprb	516	479	516	522	735	836	592	484	794	415	356	735	1042	556	623	686
X	10037977	10117641	-	Srpx	56	52	41	30	424.999	527.002	355.999	25	484.001	33	43	241	632.999	39	259	457.999
X	133908425	133932447	+	Srpx2	65	82	123	110	231	232	120	89	281	105	102	279	712.002	120	164	137
11	74904027	74925949	-	Srr	512.703	474.705	409.442	432.311	537.886	592.108	586.558	430.225	542.443	381.106	367.631	528.652	570.305	439.475	560.112	604.491
5	112337391	112343041	-	Srrd	57.2065	58.2935	53.6343	42.3579	53.6102	63.6486	55.5445	44.6217	60.338	33.4609	38.5858	43.462	80.1679	70.1201	74.2465	88.181
4	135320485	135353147	-	Srrm1	924	890.003	707.999	913.998	1186	1262	1230.01	654.002	1335.01	669.001	606.999	1203	1808	874	1201	1382
17	23803187	23824744	+	Srrm2	3295.95	3216.96	2094.99	3481.95	3574.93	4015.99	3546	2351.01	3908.06	2223.99	1831	3615	5486.02	2769.03	3955.07	4256.1
5	116439273	116591818	-	Srrm4	176	176	122	170	257	276	284	232	250	209	219	210	124	271	295	277
5	137295704	137307675	-	Srrt	526.999	469.001	378	490.999	751.002	812	552.999	369.999	943.003	389	320.999	709.999	1322.01	517.999	580.002	695.002
11	88047373	88053758	+	Srsf1	1551	1514	1341.99	1646	2176.99	2455	1962	1294	2698	1389	1215	2073.01	3691.98	1236	2177	2245.99
4	135856071	135869900	+	Srsf10	716.999	637	562	766.001	929.001	1018	882	555	936.999	567	503.001	915.999	1487.99	375	866.001	887.001
3	158010473	158036640	-	Srsf11	667.001	660.997	566	704.996	999.998	1222	871	652.001	1299.01	506.999	545.001	1132	1915	529.999	1096	1219.99
11	116849897	116853095	-	Srsf2	1434	1363	1232	1538	2191	2436	1836	1276	2476	1249	1063	2062	3169	1215	1960	2242
17	29032660	29043373	+	Srsf3	928.006	896.999	860.003	984.007	1339	1499	1288	758	1608.03	838.001	881.005	1317.99	2252.03	694.001	1275.99	1452.98
4	131873637	131901726	+	Srsf4	432.151	443.953	373.093	458.621	523.214	624.043	584.884	335.983	721.942	323.329	306.093	631.924	937.535	452.692	572.695	709.343
12	80945499	80950507	+	Srsf5	1213	1229	1213	1095	1850	1751.99	1594	1360	2086.99	1301	1285	1887	2914	1497	2066.01	2372.99
2	162931508	162937121	+	Srsf6	1085	1188	1079	1327	1778	1945	1646	1173	2091	1068	963	1983	3049	1085	1837	2015
17	80200080	80207306	-	Srsf7	616.999	619.001	638	612	680	686.002	586	428	823.002	493	543.002	658.001	1193	517.001	713.999	693
5	115327177	115333081	+	Srsf9	159	169	135	120	257	274	222	101	447	140	131	301	761.995	244	316	320
2	152105524	152111377	+	Srxn1	279	327	325	284	553	515	340	284	622	262	277	419	667	350	436	353
18	14625629	14682915	-	Ss18	395.999	455.001	365	403	608.997	634.001	576.999	362	635.003	424	342.001	596.001	943.994	423	644.003	652.002
2	180042483	180070202	+	Ss18l1	78	65	66	98	78	98	96	42	99	62	94	84	101	86	118	93
9	121710389	121712922	+	Ss18l2	437	479	505	505	535	532	432	475	482	636	550	569	450	712	427	508
2	69861562	69871847	+	Ssb	816.001	760.998	812.998	742.998	832.997	938.995	857.003	659.001	1147.23	761.001	821.998	970.997	1464	710.997	995.992	940.995
6	40471415	40481824	+	Ssbp1	199	183	190	209	206	273	232	232	224	241	239	203	307	271	209	299
13	91461097	91706176	+	Ssbp2	376.888	327.999	342	403	482.001	556.089	385.999	316	461.001	311.896	356	430	620.001	347	496.001	527.999
4	106911470	107049695	+	Ssbp3	431.999	430.001	357.999	395.001	436.999	493.002	453.002	368	693.004	356	311.001	500.001	835.995	409	552	684.005
8	70597490	70608315	-	Ssbp4	278	273	168	250	394	436	441	188	632	152	194	511	872	299	453	660
7	4925821	4944829	+	Ssc5d	127	132	101	107	217	253	243	64	365	76	105	294	298	117	260	288
5	113937094	113993791	-	Ssh1	267	252	142	220	262	351	355.001	183	326	193	179	329	525.003	216	300	432.001
11	77216425	77460220	+	Ssh2	1629	1451.99	1250	1505	1880.98	1997	1648	1259	1560	1203.99	1072	1814	2215	1338	1598	1846
19	4261669	4269234	-	Ssh3	99	99	73	81	136	216	164	55	264	73	75	193	363	107	210	263
2	25271039	25272419	-	Ssna1	284	301	293	298	308	345	327	314	378	338	321	405	489	385	374	367
6	145931873	145965226	+	Sspn	4364.91	4299.88	3402	4012.12	4853.18	4457.83	4152.15	3349.93	4492.84	3567.93	3372.03	4698.85	4121.09	4136.05	4764.91	5127.11
13	37971401	37994209	-	Ssr1	954	749	714	774	1353.99	1462	1105	669.999	2074	752	708	1496	3304.98	735.997	1256	1531
3	88579608	88588421	+	Ssr2	470.999	541.002	459	550	771.999	882.999	750.001	450.001	1099	464	506.999	912.997	1870	575.001	747.996	851.995
3	65379657	65392554	-	Ssr3	2712	2657	2448	2496	4287	4322	3314	2416	4830	2609	2738	4255	7413	2302	3479	4413
X	73787023	73790829	+	Ssr4	544.001	444	514	439	804	655.001	554	495	868.999	479	522	810	1384	663	684.001	819.001
2	85037120	85047115	+	Ssrp1	437.999	483	347.999	528	706	711.999	548.003	454	861.006	440.999	439	751.001	1297.01	472.998	657	797.002
15	78537015	78544346	-	Sstr3	34	41	42	57	57	77	45	39	50	28	20	56	42	34	38	39
4	155704815	155733874	+	Ssu72	407	471	527	337	628	544	508	417	622	510	445	580	945	522	525	563
3	146404642	146440145	+	Ssx2ip	191	194	240	208	248	228	216	172	236	168	240	225	334	240	243	293
15	81365044	81399695	-	St13	871	932	776	887	850	916	796	710	839	786	724	828	1217	808	819	923
15	67102875	67176883	-	St3gal1	484	499	335	426	934	1037	867	408	1011	313	371	796	1571	477	928	1012
8	110919865	110972498	+	St3gal2	537	437	377	471	629	604	554	392	806	323	380	661	892	453	527	730
4	117932153	118134947	-	St3gal3	864.998	906.002	743.999	809.003	1003	981.001	912.002	813	727.003	724.997	710.997	851	700.002	900.996	771.997	796.996
9	35046576	35116865	-	St3gal4	271	266	216	292	399	441	365	233	351	254	229	384	665	284	401	451
6	72097608	72154571	+	St3gal5	531.003	579.001	447.001	466	1069	989	676.003	480	711.001	418.999	473.001	723.001	875	505.998	534.997	681.006
16	58469742	58524254	-	St3gal6	336	374	336	310	384	354	394.999	340	316.999	351	411.999	375.001	328.999	381.001	333	451.001
7	109523911	109617148	-	St5	349	349.001	304	318.001	459	525	533.998	355.001	591.998	311	350	499.001	523.999	403.001	465	590.001
16	23224740	23360351	+	St6gal1	244	202	165	141	226	299	278	198	426	163	209	378.999	643.997	227	367.001	434.001
11	116676705	116694661	-	St6galnac2	66	78	70	83	74	91	91	62	74	70	34	72	97	98	113	106
3	153202509	153725134	-	St6galnac3	62	62	29	42	36	49	38	57	66	44	61	57	67	39	71	77
2	32587078	32599697	+	St6galnac4	291	310	311	332	494	426	382.001	266	553	239	266	499	929.003	325	369	419
2	32599709	32620810	+	St6galnac6	1072	1096	873.999	997.003	1406.99	1447	1213	932.999	1093	855.997	920.001	1201	1158	1144	1187.01	1262
6	17693994	17943024	+	St7	129	136	104	108	218	226	169	134	169	100	123	173	237	135	161	195
3	104864506	104930064	+	St7l	175	165	207	197	187	180	209	129	215	129	142	234	275	160	181	207
1	95587682	95667595	-	St8sia4	253	191	185	188	173	185	181	204	239	268	308	169	367	182	201	243
2	13654936	13793521	-	St8sia6	30	22	21	13	25	36	13	15	23	24	23	22	16	16	16	10
14	31139017	31168642	-	Stab1	989	982	526	922	1896	2042	1528	676	2444	578	696	2165	5626	752	2044.6	2576
9	100643448	100958545	+	Stag1	466.998	401.999	353	349	477.998	548.998	412.999	330	587.998	350.001	392	547.003	802.998	354.001	513.999	610.997
X	42149412	42277187	+	Stag2	895.993	816.995	745.003	703.999	714.998	817	799.002	664.001	976.998	735.002	945.001	879.003	1304	522	901.002	1012
2	14074100	14148331	+	Stam	231	202	246.001	210	321	315.999	283.001	185	330.999	204	200	273.001	451	156	260.001	292
2	52692206	52742150	-	Stam2	280	312	243	254	318	365	333	250	417	299	270	356	636	252	393	412
6	83543206	83572505	-	Stambp	202	165	131	192	195	228	209	157	259	205	143	217	327	177	230	247.001
19	34192229	34240334	+	Stambpl1	34	36	61	47	82	58	56	37	64	31	58	63	148	50	61	80
17	55997076	56008137	-	Stap2	165	123	118	116	168	164	177	153	237	131	118	212	280	165	190	219
8	25808474	25815983	+	Star	32	30	37	35	131	123	63	30	281	36	30	201	221	39	158	133
